"Complex"	"Index"	"Subunit"	"Cor"
"CPX-1843"	"5"	"CPX-1843"	"0"
"CPX-1843"	"1"	"PPP4C"	"1.01852987061573"
"CPX-1843"	"4"	"PPP4R2"	"1.35291299928952"
"CPX-1844"	"2"	"PPP4R3B"	"0.00142318328611402"
"CPX-1844"	"1"	"PPP4C"	"1.05116106215346"
"CPX-1844"	"3"	"PPP4R2"	"1.29653038340797"
"CPX-1845"	"2"	"PPP4R4"	"0.454455274410019"
"CPX-1845"	"1"	"PPP4C"	"1.54554472558998"
"CPX-1847"	"10"	"CPX-1847"	"0"
"CPX-1847"	"3"	"HAUS6"	"0.0724493231461557"
"CPX-1847"	"7"	"HAUS4"	"0.130384671130551"
"CPX-1847"	"4"	"HAUS1"	"0.163775359340928"
"CPX-1847"	"1"	"HAUS5"	"0.999790399158348"
"CPX-1847"	"8"	"HAUS2"	"1.44430848173015"
"CPX-1847"	"9"	"CEP27"	"1.44430848173015"
"CPX-1847"	"5"	"HAUS7"	"1.63760110451063"
"CPX-1847"	"2"	"HAUS3"	"1.7498522108659"
"CPX-1874"	"1"	"PDGFA"	"1.29047375096556"
"CPX-1875"	"2"	"PDGFA"	"0.93545027756321"
"CPX-1875"	"1"	"PDGFB"	"1.06454972243679"
"CPX-1876"	"1"	"PDGFB"	"0.797969491089558"
"CPX-1880"	"9"	"ORC6"	"0.0696074775047635"
"CPX-1880"	"8"	"ORC6L"	"0.0696074775047635"
"CPX-1880"	"3"	"ORC4"	"0.340328142012872"
"CPX-1880"	"2"	"ORC5"	"0.933935855375312"
"CPX-1880"	"1"	"ORC5L"	"0.933935855375312"
"CPX-1880"	"7"	"ORC3"	"0.945212819397955"
"CPX-1880"	"4"	"ORC1"	"1.08141277376573"
"CPX-1880"	"6"	"ORC2"	"1.69009919005364"
"CPX-1880"	"5"	"ORC2L"	"1.69009919005364"
"CPX-1907"	"2"	"RIPK1"	"0.65967050185743"
"CPX-1907"	"3"	"CASP8"	"0.904446322548328"
"CPX-1907"	"1"	"FADD"	"1.59399769320202"
"CPX-1910"	"9"	"CPX-1910"	"0"
"CPX-1910"	"2"	"BLOC1S1"	"0.0128388488609238"
"CPX-1910"	"7"	"BLOC1S4"	"0.0505270710630098"
"CPX-1910"	"5"	"BLOC1S5"	"0.084727840685452"
"CPX-1910"	"1"	"SNAPIN"	"1.12799526717993"
"CPX-1910"	"8"	"BLOC1S6"	"1.43115327072518"
"CPX-1910"	"3"	"BLOC1S3"	"1.47319913391732"
"CPX-1910"	"4"	"BLOC1S2"	"1.85233821354923"
"CPX-1917"	"3"	"CPX-1917"	"0"
"CPX-1917"	"1"	"PIK3R2"	"1.5"
"CPX-1918"	"1"	"PIK3CA"	"0.87090055512642"
"CPX-1918"	"2"	"PIK3R3"	"1.12909944487358"
"CPX-1942"	"1"	"MAGOH"	"0"
"CPX-1942"	"3"	"RBM8A"	"1.94868329805051"
"CPX-1942"	"2"	"RBM8"	"1.94868329805051"
"CPX-195"	"1"	"ABCC8"	"0"
"CPX-195"	"2"	"KCNJ11"	"2"
"CPX-1956"	"3"	"NFYC"	"0.00096832652506218"
"CPX-1956"	"2"	"NFYB"	"0.00827309503998541"
"CPX-1956"	"1"	"NFYA"	"1.99795980462093"
"CPX-1969"	"3"	"CPX-1969"	"0"
"CPX-1969"	"1"	"CCNC"	"2"
"CPX-1971"	"1"	"E2F1"	"0"
"CPX-1971"	"2"	"TFDP1"	"1.40824829046386"
"CPX-1972"	"3"	"CPX-1972"	"0"
"CPX-1972"	"1"	"TFDP1"	"1"
"CPX-1977"	"2"	"VEGF"	"2"
"CPX-1977"	"1"	"VEGFA"	"2"
"CPX-1981"	"1"	"BCL2"	"2"
"CPX-1988"	"1"	"BAX"	"2"
"CPX-1989"	"1"	"BAK1"	"1.92091092027238"
"CPX-1992"	"1"	"PFKFB1"	"2"
"CPX-1994"	"1"	"PFKFB2"	"2"
"CPX-1995"	"1"	"PFKFB3"	"2"
"CPX-1996"	"1"	"PFKFB4"	"0.732738758087576"
"CPX-1997"	"1"	"PFKM"	"2"
"CPX-1998"	"1"	"PFKL"	"0.5"
"CPX-1999"	"1"	"PFKP"	"0.573598567288779"
"CPX-200"	"1"	"ATG12"	"0.0285547506614015"
"CPX-200"	"3"	"ATG5"	"0.275885262984973"
"CPX-200"	"2"	"ATG16L1"	"1.93948707198633"
"CPX-2000"	"2"	"PFKL"	"0.610338400147118"
"CPX-2000"	"1"	"PFKM"	"1.68386152880936"
"CPX-2001"	"2"	"PFKL"	"0.708368157897512"
"CPX-2001"	"1"	"PFKM"	"1.61095258458221"
"CPX-2002"	"2"	"PFKL"	"0.906059816746062"
"CPX-2002"	"1"	"PFKM"	"1.46203822555646"
"CPX-2003"	"2"	"CDK1"	"NaN"
"CPX-2003"	"3"	"CCNA1"	"NaN"
"CPX-2003"	"4"	"CPX-2003"	"NaN"
"CPX-2004"	"4"	"CPX-2004"	"0"
"CPX-2004"	"1"	"CDC2"	"0"
"CPX-2004"	"3"	"CCNA2"	"1.70710678118655"
"CPX-2005"	"3"	"CPX-2005"	"0"
"CPX-2005"	"1"	"CDK2"	"0.615099820540249"
"CPX-2006"	"2"	"CDK2"	"0.768544975056862"
"CPX-2006"	"1"	"CCNA2"	"1.23145502494314"
"CPX-2007"	"4"	"CPX-2007"	"0"
"CPX-2007"	"1"	"CDK1"	"0"
"CPX-2007"	"3"	"CCNB1"	"2"
"CPX-2008"	"3"	"CDK1"	"0"
"CPX-2008"	"4"	"CPX-2008"	"0"
"CPX-2008"	"1"	"CCNB2"	"2"
"CPX-2009"	"1"	"CDK2"	"0.459938275132678"
"CPX-2009"	"2"	"CCNB3"	"1.54006172486732"
"CPX-2010"	"1"	"CDK4"	"0.709526249034444"
"CPX-2010"	"2"	"CCND1"	"1.29047375096556"
"CPX-2011"	"3"	"CPX-2011"	"0"
"CPX-2011"	"1"	"CDK4"	"0.741801110252839"
"CPX-2012"	"1"	"CDK4"	"0.187156665947068"
"CPX-2012"	"2"	"CCND3"	"1.81284333405293"
"CPX-2013"	"2"	"CDK6"	"0.908712907082472"
"CPX-2013"	"1"	"CCND3"	"1.09128709291753"
"CPX-2014"	"3"	"CPX-2014"	"0"
"CPX-2014"	"1"	"CCND1"	"1"
"CPX-2015"	"1"	"CCNE1"	"0"
"CPX-2015"	"2"	"CDK2"	"0.615099820540249"
"CPX-2016"	"1"	"CCNE2"	"0"
"CPX-2016"	"2"	"CDK2"	"0.615099820540249"
"CPX-2093"	"2"	"POLG2"	"0.805291781753289"
"CPX-2093"	"1"	"POLG"	"1.19847064773749"
"CPX-2097"	"5"	"CPX-2097"	"0"
"CPX-2097"	"3"	"POLD3"	"0.508301164632974"
"CPX-2097"	"4"	"POLD4"	"1.32569926997905"
"CPX-2097"	"1"	"POLD1"	"1.54544413176093"
"CPX-2108"	"1"	"POLE2"	"0"
"CPX-2108"	"4"	"POLE3"	"0.0237321699794729"
"CPX-2108"	"3"	"POLE4"	"1.096806873599"
"CPX-2108"	"2"	"POLE"	"1.97149602958461"
"CPX-2131"	"1"	"PMM1"	"2"
"CPX-2154"	"1"	"GMPR2"	"0.230199641080499"
"CPX-2157"	"2"	"PGGT1B"	"1"
"CPX-2157"	"1"	"FNTA"	"1"
"CPX-2159"	"4"	"CPX-2159"	"0"
"CPX-2159"	"1"	"GABRA1"	"0"
"CPX-2159"	"3"	"GABRB2"	"2"
"CPX-2161"	"2"	"UBA2"	"0.986824986697347"
"CPX-2161"	"1"	"SAE1"	"1.10482848367219"
"CPX-2164"	"2"	"GABRB3"	"NaN"
"CPX-2164"	"3"	"GABRA6"	"NaN"
"CPX-2164"	"4"	"CPX-2164"	"NaN"
"CPX-2165"	"2"	"FNTB"	"0.646446609406726"
"CPX-2165"	"1"	"FNTA"	"1.35355339059327"
"CPX-2166"	"2"	"GABRB3"	"NaN"
"CPX-2166"	"3"	"GABRA3"	"NaN"
"CPX-2166"	"4"	"CPX-2166"	"NaN"
"CPX-2167"	"2"	"GABRG2"	"NaN"
"CPX-2167"	"3"	"GABRB3"	"NaN"
"CPX-2167"	"4"	"CPX-2167"	"NaN"
"CPX-2168"	"2"	"GABRB3"	"NaN"
"CPX-2168"	"3"	"GABRA5"	"NaN"
"CPX-2168"	"4"	"CPX-2168"	"NaN"
"CPX-2173"	"3"	"CPX-2173"	"0"
"CPX-2173"	"1"	"RAMP1"	"1"
"CPX-2174"	"2"	"GABRB3"	"NaN"
"CPX-2174"	"3"	"GABRA2"	"NaN"
"CPX-2174"	"4"	"CPX-2174"	"NaN"
"CPX-2188"	"3"	"SCNN1G"	"0"
"CPX-2188"	"4"	"CPX-2188"	"0"
"CPX-2188"	"1"	"SCNN1A"	"2"
"CPX-2201"	"3"	"CPX-2201"	"0"
"CPX-2201"	"1"	"CDK5"	"1.66666666666667"
"CPX-222"	"1"	"CCNT1"	"0"
"CPX-222"	"2"	"CDK9"	"1.5"
"CPX-2375"	"3"	"PDIA3"	"0"
"CPX-2375"	"4"	"CPX-2375"	"0"
"CPX-2375"	"1"	"TAPBP"	"1.58834840541455"
"CPX-241"	"2"	"CDK12"	"0.452277442494834"
"CPX-241"	"1"	"CCNK"	"1.54772255750517"
"CPX-2502"	"2"	"KLRD1"	"NaN"
"CPX-2502"	"3"	"CPX-2502"	"NaN"
"CPX-256"	"1"	"TEAD1"	"0"
"CPX-256"	"2"	"YAP1"	"2"
"CPX-262"	"4"	"CPX-262"	"0"
"CPX-262"	"2"	"HEL-S-70"	"2"
"CPX-262"	"1"	"VCP"	"2"
"CPX-2666"	"1"	"EIF4E"	"0.00302615697207675"
"CPX-2666"	"2"	"EIF4A1"	"0.0309619707839257"
"CPX-2666"	"3"	"EIF4G1"	"1.99909375960746"
"CPX-2674"	"2"	"CAPN2"	"0.486063783351855"
"CPX-2674"	"1"	"CAPNS1"	"1.51393621664814"
"CPX-272"	"2"	"HTR3D"	"NaN"
"CPX-272"	"3"	"CPX-272"	"NaN"
"CPX-273"	"2"	"HTR3A"	"NaN"
"CPX-273"	"3"	"CPX-273"	"NaN"
"CPX-276"	"2"	"HTR3C"	"NaN"
"CPX-276"	"3"	"CPX-276"	"NaN"
"CPX-2879"	"1"	"PDGFC"	"2"
"CPX-2880"	"1"	"PDGFD"	"2"
"CPX-2882"	"2"	"PDGFRB"	"0.0579218477116534"
"CPX-2882"	"1"	"PDGFB"	"1.99318813109479"
"CPX-2884"	"1"	"PDGFB"	"0.832979460662835"
"CPX-2884"	"2"	"PDGFRA"	"1.42690916187483"
"CPX-2885"	"3"	"PDGFRA"	"0.749539195153515"
"CPX-2885"	"1"	"PDGFB"	"0.887715614239551"
"CPX-2885"	"2"	"PDGFA"	"1.46201068633462"
"CPX-2886"	"3"	"PDGFRB"	"0.0845780267145662"
"CPX-2886"	"1"	"PDGFB"	"1.25464514886844"
"CPX-2886"	"2"	"PDGFA"	"1.60002735343827"
"CPX-2887"	"1"	"PDGFRA"	"0.80358223921432"
"CPX-2887"	"2"	"PDGFC"	"1.35532132549208"
"CPX-2888"	"1"	"PDGFRB"	"0.0536876874482876"
"CPX-2888"	"3"	"PDGFC"	"0.667598429476094"
"CPX-2888"	"2"	"PDGFRA"	"1.70426845123085"
"CPX-2889"	"1"	"PDGFRB"	"0.0303588562782319"
"CPX-2889"	"2"	"PDGFD"	"1.99989965225291"
"CPX-2890"	"1"	"PDGFRB"	"0.0939420977950238"
"CPX-2890"	"2"	"PDGFRA"	"1.20250528889024"
"CPX-2890"	"3"	"PDGFD"	"1.37595847386156"
"CPX-2891"	"1"	"PDGFRB"	"0.0199253470246231"
"CPX-2891"	"2"	"PDGFC"	"1.99998590529677"
"CPX-2892"	"3"	"PDGFRB"	"0.0869352097135427"
"CPX-2892"	"4"	"PDGFRA"	"0.120030098955142"
"CPX-2892"	"1"	"PDGFB"	"1.55814582294651"
"CPX-2892"	"2"	"PDGFA"	"1.77709524572249"
"CPX-2919"	"3"	"CPX-2919"	"0"
"CPX-2919"	"1"	"RABGGTB"	"1.35355339059327"
"CPX-2934"	"2"	"HBG2"	"NaN"
"CPX-2934"	"3"	"CPX-2934"	"NaN"
"CPX-294"	"3"	"GRIN2A"	"0"
"CPX-294"	"4"	"GRIN2B"	"0"
"CPX-294"	"5"	"CPX-294"	"0"
"CPX-294"	"1"	"GRIN1"	"2"
"CPX-2951"	"2"	"GABRB3"	"NaN"
"CPX-2951"	"3"	"GABRA6"	"NaN"
"CPX-2951"	"4"	"CPX-2951"	"NaN"
"CPX-2952"	"3"	"GABRA6"	"0"
"CPX-2952"	"1"	"GABRD"	"0"
"CPX-2952"	"2"	"GABRB2"	"2"
"CPX-2953"	"3"	"GABRA4"	"0"
"CPX-2953"	"1"	"GABRD"	"0"
"CPX-2953"	"2"	"GABRB2"	"2"
"CPX-2954"	"2"	"GABRB3"	"NaN"
"CPX-2954"	"3"	"GABRA4"	"NaN"
"CPX-2954"	"4"	"CPX-2954"	"NaN"
"CPX-2955"	"1"	"GABBR2"	"0"
"CPX-2955"	"2"	"GABBR1"	"2"
"CPX-3071"	"1"	"KCNJ2"	"2"
"CPX-3072"	"1"	"KCNE1"	"0.0183244069616417"
"CPX-3072"	"2"	"KCNH2"	"1.99914231018045"
"CPX-3073"	"3"	"CPX-3073"	"0"
"CPX-3073"	"1"	"KCNH2"	"2"
"CPX-3079"	"1"	"USF1"	"0.848477118317168"
"CPX-3079"	"2"	"USF2"	"1.15152288168283"
"CPX-308"	"3"	"CPX-308"	"0"
"CPX-308"	"1"	"DDB1"	"NaN"
"CPX-3082"	"1"	"USF1"	"2"
"CPX-3083"	"1"	"USF2"	"2"
"CPX-3111"	"1"	"SLC2A1"	"0.4"
"CPX-312"	"3"	"SCNN1G"	"0"
"CPX-312"	"4"	"SCNN1D"	"0"
"CPX-312"	"5"	"CPX-312"	"0"
"CPX-312"	"1"	"SCNN1A"	"2"
"CPX-313"	"2"	"SCNN1G"	"NaN"
"CPX-313"	"3"	"SCNN1D"	"NaN"
"CPX-313"	"4"	"CPX-313"	"NaN"
"CPX-3135"	"2"	"CPX-3135"	"NaN"
"CPX-3138"	"3"	"CPX-3138"	"0"
"CPX-3138"	"1"	"KIF3B"	"1.5"
"CPX-3141"	"3"	"CPX-3141"	"0"
"CPX-3141"	"1"	"CDK5"	"1.57735026918963"
"CPX-3153"	"1"	"PTEN"	"0.321599474700032"
"CPX-3156"	"1"	"RYR2"	"0.253996153407749"
"CPX-316"	"3"	"CPX-316"	"0"
"CPX-316"	"1"	"CTNNB1"	"1"
"CPX-3162"	"2"	"CPX-3162"	"NaN"
"CPX-3168"	"1"	"MAT1A"	"1.30860669992418"
"CPX-3169"	"1"	"MAT1A"	"0.313593527016356"
"CPX-3186"	"3"	"CPX-3186"	"0"
"CPX-3186"	"1"	"RAMP2"	"2"
"CPX-3187"	"2"	"CALCR"	"NaN"
"CPX-3187"	"3"	"CPX-3187"	"NaN"
"CPX-3199"	"3"	"CPX-3199"	"0"
"CPX-3199"	"1"	"KIF3C"	"2"
"CPX-3200"	"4"	"CPX-3200"	"0"
"CPX-3200"	"2"	"KIFAP3"	"0.687155937757673"
"CPX-3200"	"1"	"KIF3C"	"1.59361030980065"
"CPX-3201"	"3"	"KIF3A"	"0"
"CPX-3201"	"1"	"KIF3B"	"0.646700593665146"
"CPX-3201"	"2"	"KIFAP3"	"1.60250661873331"
"CPX-3219"	"1"	"PER2"	"0.441931296374629"
"CPX-3219"	"2"	"CRY1"	"1.55806870362537"
"CPX-3220"	"1"	"PER2"	"0.795875854768068"
"CPX-3220"	"2"	"CRY2"	"1.20412414523193"
"CPX-3221"	"1"	"PER1"	"1.0240493035122"
"CPX-3221"	"2"	"CRY2"	"1.06003218587976"
"CPX-3222"	"2"	"CRY1"	"0.646446609406726"
"CPX-3222"	"1"	"PER1"	"1.35355339059327"
"CPX-3223"	"2"	"CRY1"	"0.800736650753478"
"CPX-3223"	"1"	"PER3"	"1.19926334924652"
"CPX-3224"	"2"	"CRY2"	"0.795875854768068"
"CPX-3224"	"1"	"PER3"	"1.20412414523193"
"CPX-3227"	"29"	"MED16"	"0"
"CPX-3227"	"26"	"MED29"	"0"
"CPX-3227"	"18"	"MED15"	"0"
"CPX-3227"	"31"	"CPX-3227"	"0"
"CPX-3227"	"24"	"MED17"	"0.000100817639172468"
"CPX-3227"	"17"	"MED30"	"0.00207072030784328"
"CPX-3227"	"23"	"MED4"	"0.0180055493956702"
"CPX-3227"	"28"	"MED23"	"0.037840582607081"
"CPX-3227"	"6"	"MED6"	"0.085688976576452"
"CPX-3227"	"20"	"MED18"	"0.0944645303155834"
"CPX-3227"	"19"	"MED10"	"0.184173313860492"
"CPX-3227"	"21"	"MED28"	"0.195177479062765"
"CPX-3227"	"12"	"MED1"	"0.218998983857675"
"CPX-3227"	"27"	"MED11"	"0.327606105070156"
"CPX-3227"	"16"	"MED8"	"0.475227370685277"
"CPX-3227"	"5"	"MED24"	"0.599495973364857"
"CPX-3227"	"8"	"SURB7"	"0.686536772748184"
"CPX-3227"	"9"	"MED21"	"0.686536772748184"
"CPX-3227"	"30"	"MED31"	"1.00114030737135"
"CPX-3227"	"4"	"MED14"	"1.00536523566767"
"CPX-3227"	"25"	"MED9"	"1.04693485215776"
"CPX-3227"	"3"	"MED7"	"1.07083085047875"
"CPX-3227"	"2"	"CRSP9"	"1.07083085047875"
"CPX-3227"	"10"	"SURF5"	"1.07985579784847"
"CPX-3227"	"11"	"MED22"	"1.07985579784847"
"CPX-3227"	"15"	"MED25"	"1.1683544264264"
"CPX-3227"	"22"	"MED20"	"1.28562748169645"
"CPX-3227"	"7"	"MED26"	"1.3236724195161"
"CPX-3227"	"13"	"MED27"	"1.66723393887646"
"CPX-3227"	"14"	"CRSP8"	"1.66723393887646"
"CPX-3229"	"1"	"ARNTL"	"0"
"CPX-3229"	"2"	"CLOCK"	"1"
"CPX-3230"	"3"	"CPX-3230"	"0"
"CPX-3230"	"1"	"CLOCK"	"1"
"CPX-3232"	"6"	"CPX-3232"	"0"
"CPX-3232"	"4"	"THRAP1"	"0.787931555103691"
"CPX-3232"	"5"	"MED13"	"0.787931555103691"
"CPX-3232"	"3"	"MED12"	"1.09729732482282"
"CPX-3232"	"1"	"CCNC"	"1.65687086409698"
"CPX-3239"	"1"	"KCNIP2"	"0"
"CPX-3239"	"2"	"KCND2"	"2"
"CPX-3256"	"1"	"KCNIP1"	"0"
"CPX-3256"	"2"	"KCND3"	"2"
"CPX-3263"	"6"	"CPX-3263"	"0"
"CPX-3263"	"4"	"THRAP1"	"0.787931555103691"
"CPX-3263"	"5"	"MED13"	"0.787931555103691"
"CPX-3263"	"2"	"MED12"	"1.09729732482282"
"CPX-3263"	"1"	"CCNC"	"1.65687086409698"
"CPX-3271"	"1"	"KCNE1"	"0.890891054882004"
"CPX-3271"	"2"	"KCNQ1"	"1.109108945118"
"CPX-3272"	"1"	"OIP5"	"0.716786648794008"
"CPX-3272"	"3"	"MIS18A"	"1.04094491326987"
"CPX-3272"	"2"	"MIS18BP1"	"1.53288858417368"
"CPX-3278"	"3"	"CPX-3278"	"0"
"CPX-3278"	"1"	"KCNJ5"	"0.795875854768068"
"CPX-3282"	"2"	"SDC1"	"0.0238470823070871"
"CPX-3282"	"3"	"PDCD6IP"	"1.10189687085756"
"CPX-3282"	"1"	"SDCBP"	"1.43895073616631"
"CPX-329"	"12"	"CPX-329"	"0"
"CPX-329"	"3"	"CHMP7"	"0.0760482438372494"
"CPX-329"	"10"	"CHMP2B"	"0.0788957407291272"
"CPX-329"	"1"	"CHMP2A"	"0.312604944527513"
"CPX-329"	"2"	"CHMP1B"	"0.388438342624185"
"CPX-329"	"4"	"CHMP4C"	"0.562000228938156"
"CPX-329"	"8"	"CHMP1A"	"0.98747818724583"
"CPX-329"	"9"	"CHMP5"	"1.44332198168129"
"CPX-329"	"11"	"CHMP3"	"1.63227698314182"
"CPX-329"	"5"	"CHMP6"	"1.64900745046121"
"CPX-329"	"7"	"CHMP4B"	"1.77798886539585"
"CPX-330"	"2"	"CDK3"	"0.969343033025752"
"CPX-330"	"1"	"CCNC"	"1.03065696697425"
"CPX-3321"	"11"	"ING2"	"1.15258015707109e-05"
"CPX-3321"	"9"	"HDAC2"	"0.000255393267845405"
"CPX-3321"	"15"	"ING1"	"0.0128382478834398"
"CPX-3321"	"7"	"ARID4B"	"0.0230590088543866"
"CPX-3321"	"13"	"SAP30L"	"0.0488894167192958"
"CPX-3321"	"14"	"BRMS1"	"0.282043956806972"
"CPX-3321"	"8"	"BRMS1L"	"0.294406729696184"
"CPX-3321"	"10"	"SIN3A"	"0.409813311728663"
"CPX-3321"	"12"	"SUDS3"	"0.480539604293466"
"CPX-3321"	"2"	"ARID4A"	"0.555723823218594"
"CPX-3321"	"5"	"SF3B3"	"0.782160424540144"
"CPX-3321"	"4"	"HDAC1"	"0.819242673178846"
"CPX-3321"	"1"	"SAP30"	"1.62839222992666"
"CPX-3321"	"3"	"RBBP4"	"1.67689151652455"
"CPX-3321"	"6"	"RBBP7"	"1.75191875767076"
"CPX-3322"	"16"	"CPX-3322"	"0"
"CPX-3322"	"11"	"ING2"	"2.04809619699375e-05"
"CPX-3322"	"10"	"HDAC2"	"0.000339450207111791"
"CPX-3322"	"15"	"ING1"	"0.0313849960448713"
"CPX-3322"	"8"	"ARID4B"	"0.0414242000827806"
"CPX-3322"	"14"	"BRMS1"	"0.210261991613641"
"CPX-3322"	"5"	"HDAC1"	"0.224114905090366"
"CPX-3322"	"13"	"SAP30L"	"0.393102840327959"
"CPX-3322"	"9"	"BRMS1L"	"0.552814818022425"
"CPX-3322"	"12"	"SUDS3"	"0.578438474545946"
"CPX-3322"	"4"	"RBBP4"	"1.07231690337257"
"CPX-3322"	"6"	"SF3B3"	"1.0751526373218"
"CPX-3322"	"3"	"ARID4A"	"1.45616456125011"
"CPX-3322"	"7"	"RBBP7"	"1.56836273188873"
"CPX-3322"	"2"	"SAP30"	"1.94607853321842"
"CPX-3323"	"13"	"ING2"	"1.38181921127689e-05"
"CPX-3323"	"11"	"HDAC2"	"0.000306797388015645"
"CPX-3323"	"18"	"ING1"	"0.0182013905857392"
"CPX-3323"	"8"	"ARID4B"	"0.0283978096268928"
"CPX-3323"	"15"	"SAP30L"	"0.0604518918504738"
"CPX-3323"	"10"	"TET1"	"0.15031400701414"
"CPX-3323"	"16"	"BRMS1"	"0.287109328221277"
"CPX-3323"	"9"	"BRMS1L"	"0.351982963860157"
"CPX-3323"	"12"	"SIN3A"	"0.360074103697412"
"CPX-3323"	"3"	"ARID4A"	"0.561877232635021"
"CPX-3323"	"14"	"SUDS3"	"0.625892249118171"
"CPX-3323"	"5"	"HDAC1"	"0.853598097825633"
"CPX-3323"	"6"	"SF3B3"	"0.913324337320182"
"CPX-3323"	"1"	"OGT"	"1.02921736765533"
"CPX-3323"	"17"	"SINHCAF"	"1.0552755075519"
"CPX-3323"	"2"	"SAP30"	"1.52163831669554"
"CPX-3323"	"4"	"RBBP4"	"1.67545888058957"
"CPX-3323"	"7"	"RBBP7"	"1.7162301957894"
"CPX-338"	"1"	"VPS4B"	"0.543564535412361"
"CPX-338"	"2"	"VPS4A"	"1.45643546458764"
"CPX-3403"	"3"	"PRKDC"	"0.0120036131923996"
"CPX-3403"	"2"	"XRCC5"	"1.18140899457593"
"CPX-3403"	"1"	"XRCC6"	"1.19269848852513"
"CPX-3481"	"4"	"MAD2L2"	"0.152931503316839"
"CPX-3481"	"1"	"SHLD3"	"0.53898221887661"
"CPX-3481"	"3"	"SHLD1"	"1.19902032777182"
"CPX-3481"	"2"	"SHLD2"	"1.36453486524876"
"CPX-35"	"1"	"NPR1"	"2"
"CPX-354"	"4"	"CPX-354"	"0"
"CPX-354"	"1"	"ATG12"	"0.000501173979701064"
"CPX-354"	"3"	"ATG5"	"1.99999710239042"
"CPX-356"	"3"	"CPX-356"	"0"
"CPX-356"	"1"	"ATG12"	"1.57735026918963"
"CPX-358"	"3"	"ATG5"	"0"
"CPX-358"	"1"	"ATG12"	"0.0556038349474766"
"CPX-358"	"2"	"TECPR1"	"1.9949313169834"
"CPX-359"	"1"	"CCNK"	"1.11022302462516e-16"
"CPX-359"	"3"	"CDC2L5"	"2"
"CPX-359"	"2"	"CDK13"	"2"
"CPX-3622"	"3"	"TREX1"	"0"
"CPX-3622"	"4"	"CPX-3622"	"0"
"CPX-3622"	"1"	"ATR"	"1.5"
"CPX-3624"	"3"	"CPX-3624"	"0"
"CPX-3624"	"1"	"NCBP1"	"1.57735026918963"
"CPX-364"	"1"	"CDK14"	"0"
"CPX-364"	"2"	"CCNY"	"0.5"
"CPX-373"	"3"	"RB1CC1"	"0.0407542260774022"
"CPX-373"	"1"	"ATG13"	"0.0979297576107239"
"CPX-373"	"2"	"ULK1"	"0.119483395840476"
"CPX-373"	"5"	"C12orf44"	"1.98483499621231"
"CPX-373"	"4"	"ATG101"	"1.98483499621231"
"CPX-3946"	"5"	"CPX-3946"	"0"
"CPX-3946"	"4"	"MAD2L1"	"0.0260227841087278"
"CPX-3946"	"1"	"BUB3"	"0.0958816649904117"
"CPX-3946"	"3"	"CDC20"	"1.98216259230467"
"CPX-4082"	"4"	"CPX-4082"	"0"
"CPX-4082"	"1"	"CASP1"	"1.1532652690669"
"CPX-4082"	"3"	"PYCARD"	"1.18137002442682"
"CPX-4084"	"12"	"BICRA"	"0"
"CPX-4084"	"13"	"CPX-4084"	"0"
"CPX-4084"	"8"	"SMARCC1"	"0.00281085012220528"
"CPX-4084"	"1"	"ACTL6A"	"0.0200839428571419"
"CPX-4084"	"6"	"BCL7A"	"0.0844220379635936"
"CPX-4084"	"4"	"ACTB"	"0.100821776772585"
"CPX-4084"	"3"	"PS1TP5BP1"	"0.100821776772585"
"CPX-4084"	"9"	"SMARCD1"	"0.113763150316774"
"CPX-4084"	"11"	"BRD9"	"0.197538083995767"
"CPX-4084"	"10"	"BCL7B"	"0.990487057580389"
"CPX-4084"	"7"	"BCL7C"	"1.11516052846521"
"CPX-4084"	"5"	"SS18"	"1.79370747160887"
"CPX-4108"	"1"	"COL1A1"	"1.19611613513818"
"CPX-414"	"1"	"ASXL1"	"0"
"CPX-414"	"2"	"BAP1"	"1.75"
"CPX-4141"	"4"	"CPX-4141"	"0"
"CPX-4141"	"1"	"CASP1"	"1.1532652690669"
"CPX-4141"	"3"	"PYCARD"	"1.18137002442682"
"CPX-4142"	"1"	"AIM2"	"0"
"CPX-4142"	"2"	"CASP1"	"1.1532652690669"
"CPX-4142"	"3"	"PYCARD"	"1.18137002442682"
"CPX-4143"	"1"	"MEFV"	"0"
"CPX-4143"	"2"	"CASP1"	"1.1532652690669"
"CPX-4143"	"3"	"PYCARD"	"1.18137002442682"
"CPX-4144"	"5"	"CPX-4144"	"0"
"CPX-4144"	"4"	"PYCARD"	"0.747643642879576"
"CPX-4144"	"3"	"NLRC4"	"1.0848553759451"
"CPX-4144"	"1"	"CASP1"	"1.57118823022858"
"CPX-415"	"4"	"RFC5"	"0.106447763814547"
"CPX-415"	"3"	"RFC1"	"0.753506648502893"
"CPX-415"	"5"	"RFC3"	"0.872252497090828"
"CPX-415"	"2"	"RFC2"	"1.08298276346613"
"CPX-415"	"1"	"RFC4"	"1.92483546509701"
"CPX-419"	"3"	"CPX-419"	"0"
"CPX-419"	"1"	"SSRP1"	"1.66666666666667"
"CPX-4203"	"13"	"CPX-4203"	"0"
"CPX-4203"	"9"	"SMARCC1"	"0.00282953367376926"
"CPX-4203"	"7"	"BICRAL"	"0.0164644991478351"
"CPX-4203"	"1"	"ACTL6A"	"0.0202885051651864"
"CPX-4203"	"6"	"BCL7A"	"0.0848179966977889"
"CPX-4203"	"4"	"ACTB"	"0.106239828987985"
