"Complex"	"Index"	"Subunit"	"Cor"
"CPX-4203"	"3"	"PS1TP5BP1"	"0.106239828987985"
"CPX-4203"	"10"	"SMARCD1"	"0.113948879002137"
"CPX-4203"	"12"	"BRD9"	"0.199606132537753"
"CPX-4203"	"11"	"BCL7B"	"0.997769190456717"
"CPX-4203"	"8"	"BCL7C"	"1.11562747137156"
"CPX-4203"	"5"	"SS18"	"1.79026902403195"
"CPX-4206"	"12"	"BICRA"	"0"
"CPX-4206"	"13"	"CPX-4206"	"0"
"CPX-4206"	"8"	"SMARCC1"	"0.00281085012220528"
"CPX-4206"	"1"	"ACTL6A"	"0.0200839428571419"
"CPX-4206"	"6"	"BCL7A"	"0.0844220379635936"
"CPX-4206"	"4"	"ACTB"	"0.100821776772585"
"CPX-4206"	"3"	"PS1TP5BP1"	"0.100821776772585"
"CPX-4206"	"9"	"SMARCD1"	"0.113763150316774"
"CPX-4206"	"11"	"BRD9"	"0.197538083995767"
"CPX-4206"	"10"	"BCL7B"	"0.990487057580389"
"CPX-4206"	"7"	"BCL7C"	"1.11516052846521"
"CPX-4206"	"5"	"SS18"	"1.79370747160887"
"CPX-4207"	"13"	"CPX-4207"	"0"
"CPX-4207"	"9"	"SMARCC1"	"0.00282953367376926"
"CPX-4207"	"7"	"BICRAL"	"0.0164644991478351"
"CPX-4207"	"1"	"ACTL6A"	"0.0202885051651864"
"CPX-4207"	"6"	"BCL7A"	"0.0848179966977889"
"CPX-4207"	"4"	"ACTB"	"0.106239828987985"
"CPX-4207"	"3"	"PS1TP5BP1"	"0.106239828987985"
"CPX-4207"	"10"	"SMARCD1"	"0.113948879002137"
"CPX-4207"	"12"	"BRD9"	"0.199606132537753"
"CPX-4207"	"11"	"BCL7B"	"0.997769190456717"
"CPX-4207"	"8"	"BCL7C"	"1.11562747137156"
"CPX-4207"	"5"	"SS18"	"1.79026902403195"
"CPX-4223"	"2"	"SMARCA2"	"0"
"CPX-4223"	"12"	"BICRA"	"0"
"CPX-4223"	"13"	"CPX-4223"	"0"
"CPX-4223"	"8"	"SMARCC1"	"0.00287194791240308"
"CPX-4223"	"6"	"BCL7A"	"0.0864175954196056"
"CPX-4223"	"4"	"ACTB"	"0.102674441162172"
"CPX-4223"	"3"	"PS1TP5BP1"	"0.102674441162172"
"CPX-4223"	"9"	"SMARCD1"	"0.11590859370733"
"CPX-4223"	"11"	"BRD9"	"0.202284029804669"
"CPX-4223"	"10"	"BCL7B"	"0.998663171335708"
"CPX-4223"	"7"	"BCL7C"	"1.11199921647599"
"CPX-4223"	"5"	"SS18"	"1.79212234426249"
"CPX-4224"	"2"	"SMARCA2"	"0"
"CPX-4224"	"13"	"CPX-4224"	"0"
"CPX-4224"	"9"	"SMARCC1"	"0.00289089466638892"
"CPX-4224"	"7"	"BICRAL"	"0.0168459245146764"
"CPX-4224"	"6"	"BCL7A"	"0.0868199978042636"
"CPX-4224"	"4"	"ACTB"	"0.108186856941658"
"CPX-4224"	"3"	"PS1TP5BP1"	"0.108186856941658"
"CPX-4224"	"10"	"SMARCD1"	"0.116087266734527"
"CPX-4224"	"12"	"BRD9"	"0.204416799214416"
"CPX-4224"	"11"	"BCL7B"	"1.00604969496258"
"CPX-4224"	"8"	"BCL7C"	"1.11240026287368"
"CPX-4224"	"5"	"SS18"	"1.78861050760829"
"CPX-4225"	"2"	"SMARCA4"	"0"
"CPX-4225"	"12"	"BICRA"	"0"
"CPX-4225"	"13"	"CPX-4225"	"0"
"CPX-4225"	"8"	"SMARCC1"	"0.00287194791240308"
"CPX-4225"	"6"	"BCL7A"	"0.0864175954196056"
"CPX-4225"	"4"	"ACTB"	"0.102674441162172"
"CPX-4225"	"3"	"PS1TP5BP1"	"0.102674441162172"
"CPX-4225"	"9"	"SMARCD1"	"0.11590859370733"
"CPX-4225"	"11"	"BRD9"	"0.202284029804669"
"CPX-4225"	"10"	"BCL7B"	"0.998663171335708"
"CPX-4225"	"7"	"BCL7C"	"1.11199921647599"
"CPX-4225"	"5"	"SS18"	"1.79212234426249"
"CPX-4226"	"2"	"SMARCA4"	"0"
"CPX-4226"	"13"	"CPX-4226"	"0"
"CPX-4226"	"9"	"SMARCC1"	"0.00289089466638892"
"CPX-4226"	"7"	"BICRAL"	"0.0168459245146764"
"CPX-4226"	"6"	"BCL7A"	"0.0868199978042636"
"CPX-4226"	"4"	"ACTB"	"0.108186856941658"
"CPX-4226"	"3"	"PS1TP5BP1"	"0.108186856941658"
"CPX-4226"	"10"	"SMARCD1"	"0.116087266734527"
"CPX-4226"	"12"	"BRD9"	"0.204416799214416"
"CPX-4226"	"11"	"BCL7B"	"1.00604969496258"
"CPX-4226"	"8"	"BCL7C"	"1.11240026287368"
"CPX-4226"	"5"	"SS18"	"1.78861050760829"
"CPX-4302"	"2"	"CAPN1"	"0.644016660599074"
"CPX-4302"	"1"	"CAPNS1"	"1.35598333940093"
"CPX-432"	"2"	"BAZ2A"	"0.234468184175889"
"CPX-432"	"1"	"SMARCA5"	"1.76553181582411"
"CPX-434"	"1"	"SMARCA5"	"0.457290537754202"
"CPX-434"	"2"	"BAZ1A"	"1.7417945146664"
"CPX-439"	"5"	"CPX-439"	"0"
"CPX-439"	"3"	"GSK3B"	"0.405398520482344"
"CPX-439"	"2"	"CSNK1A1"	"1.44909618138809"
"CPX-439"	"1"	"APC"	"1.75287371871616"
"CPX-440"	"1"	"APC2"	"0.000143730103600581"
"CPX-440"	"3"	"GSK3B"	"0.112918832883016"
"CPX-440"	"4"	"AXIN2"	"0.675256503121705"
"CPX-440"	"2"	"CSNK1A1"	"1.98105455591981"
"CPX-441"	"4"	"AXIN2"	"0.0201891675392364"
"CPX-441"	"2"	"CSNK1A1"	"0.930936226306159"
"CPX-441"	"3"	"GSK3A"	"0.985961262402192"
"CPX-441"	"1"	"APC"	"1.44994065128009"
"CPX-442"	"5"	"CPX-442"	"0"
"CPX-442"	"3"	"CSNK1A1"	"0.833302868350977"
"CPX-442"	"4"	"GSK3A"	"0.959889496361933"
"CPX-442"	"1"	"AXIN1"	"1.39802549352215"
"CPX-443"	"1"	"APC2"	"0.0034664124723518"
"CPX-443"	"2"	"CSNK1A1"	"0.918092364171229"
"CPX-443"	"4"	"AXIN2"	"1.11222670322477"
"CPX-443"	"3"	"GSK3A"	"1.25452210805882"
"CPX-446"	"2"	"CECR2"	"1.24253562503633"
"CPX-446"	"1"	"SMARCA1"	"1.24253562503633"
"CPX-455"	"2"	"RSF1"	"0.726138721247417"
"CPX-455"	"1"	"SMARCA5"	"1.27386127875258"
"CPX-459"	"3"	"CPX-459"	"0"
"CPX-459"	"1"	"GSK3B"	"1.57735026918963"
"CPX-462"	"1"	"FRAT2"	"0"
"CPX-462"	"2"	"GSK3B"	"1"
"CPX-466"	"1"	"TNC"	"2"
"CPX-467"	"3"	"SIRT1"	"0"
"CPX-467"	"1"	"RRP8"	"0.800572953585417"
"CPX-467"	"2"	"SUV39H1"	"1.48411619516943"
"CPX-469"	"3"	"L3MBTL1"	"0"
"CPX-469"	"1"	"RB1"	"0.922670611727938"
"CPX-469"	"2"	"CBX3"	"1.34619761516892"
"CPX-4741"	"4"	"LAMTOR3"	"0.000430295563017657"
"CPX-4741"	"3"	"LAMTOR1"	"0.132919303564395"
"CPX-4741"	"5"	"LAMTOR2"	"0.490007016351185"
"CPX-4741"	"1"	"LAMTOR5"	"1.15082966703369"
"CPX-4741"	"2"	"LAMTOR4"	"1.74006879247909"
"CPX-475"	"3"	"CPX-475"	"0"
"CPX-475"	"1"	"VTN"	"1"
"CPX-4750"	"5"	"TRAPPC11"	"0.000937761863204933"
"CPX-4750"	"4"	"TRAPPC2"	"0.0255047804159696"
"CPX-4750"	"3"	"ZNF547"	"0.0255047804159696"
"CPX-4750"	"10"	"TRAPPC8"	"0.0445376402546797"
"CPX-4750"	"11"	"TRAPPC1"	"0.134033972144651"
"CPX-4750"	"7"	"TRAPPC12"	"1.24155368511401"
"CPX-4750"	"2"	"TRAPPC6A"	"1.31170442901446"
"CPX-4750"	"9"	"TRAPPC4"	"1.32396385293057"
"CPX-4750"	"1"	"TRAPPC3"	"1.35690838692885"
"CPX-4750"	"8"	"TRAPPC2L"	"1.50463408847403"
"CPX-4750"	"6"	"TRAPPC5"	"1.55505953149943"
"CPX-477"	"3"	"DDB1"	"0.0467107817966179"
"CPX-477"	"2"	"CUL4A"	"0.390989503688906"
"CPX-477"	"4"	"DDB2"	"0.855117818425182"
"CPX-477"	"1"	"RBX1"	"1.72964913690064"
"CPX-480"	"3"	"NFATC2"	"0.0191631662998225"
"CPX-480"	"2"	"JUN"	"0.0749968279993585"
"CPX-480"	"1"	"FOS"	"1.98415501722124"
"CPX-482"	"3"	"NABP2"	"0.0302466628872045"
"CPX-482"	"2"	"OBFC2B"	"0.0302466628872045"
"CPX-482"	"4"	"INIP"	"1.06668114027476"
"CPX-482"	"1"	"INTS3"	"1.25018805347163"
"CPX-483"	"1"	"PLAU"	"0"
"CPX-483"	"2"	"SERPINE1"	"1.63245553203368"
"CPX-484"	"1"	"TERF2"	"0.876718918586572"
"CPX-484"	"2"	"SLX4"	"1.43661752808165"
"CPX-485"	"4"	"CPX-485"	"0"
"CPX-485"	"2"	"HEL-S-71"	"2"
"CPX-485"	"1"	"UBE2N"	"2"
"CPX-486"	"1"	"FOS"	"0.290700634384809"
"CPX-486"	"2"	"JUN"	"1.70929936561519"
"CPX-487"	"1"	"PLAU"	"0.525658350974743"
"CPX-487"	"2"	"PLAUR"	"1.47434164902526"
"CPX-489"	"1"	"OSBP"	"0.768544975056862"
"CPX-489"	"2"	"VAPA"	"1.23145502494314"
"CPX-494"	"1"	"PLAT"	"0"
"CPX-494"	"2"	"SERPINE1"	"1"
"CPX-4943"	"4"	"EXOC6"	"0.00472842559152709"
"CPX-4943"	"1"	"EXOC5"	"0.0987702517852654"
"CPX-4943"	"3"	"EXOC8"	"0.558979976963184"
"CPX-4943"	"8"	"EXOC7"	"0.736005764790449"
"CPX-4943"	"7"	"EXOC1"	"1.03271320024118"
"CPX-4943"	"6"	"EXOC2"	"1.20462468601241"
"CPX-4943"	"5"	"EXOC4"	"1.25473661959517"
"CPX-4943"	"2"	"EXOC3"	"1.62459063787474"
"CPX-4944"	"1"	"EXOC5"	"0.0498149783419081"
"CPX-4944"	"3"	"EXOC8"	"0.139426202907282"
"CPX-4944"	"7"	"EXOC7"	"0.693531706708822"
"CPX-4944"	"6"	"EXOC1"	"0.857810529927573"
"CPX-4944"	"5"	"EXOC2"	"1.0454956541973"
"CPX-4944"	"4"	"EXOC4"	"1.06770084674383"
"CPX-4944"	"2"	"EXOC3"	"1.52296289795758"
"CPX-4944"	"8"	"EXOC6B"	"1.77920623098576"
"CPX-497"	"1"	"MEN1"	"0"
"CPX-497"	"2"	"JUND"	"0.861324950943693"
"CPX-5001"	"3"	"FLJ22688"	"0"
"CPX-5001"	"5"	"CPX-5001"	"0"
"CPX-5001"	"1"	"WDPCP"	"0"
"CPX-5001"	"4"	"INTU"	"2"
"CPX-501"	"2"	"VTN"	"0.0358345036262901"
"CPX-501"	"1"	"PLAU"	"0.0626021057257222"
"CPX-501"	"3"	"PLAUR"	"1.98200081541624"
"CPX-502"	"1"	"HEXA"	"0"
"CPX-502"	"2"	"HEXB"	"1.16666666666667"
"CPX-5021"	"7"	"CPX-5021"	"0"
"CPX-5021"	"5"	"IFT122"	"0"
"CPX-5021"	"6"	"WDR35"	"0.677138319846208"
"CPX-5021"	"1"	"TTC21B"	"0.799370525826507"
"CPX-5021"	"4"	"IFT140"	"1.57252028234671"
"CPX-5021"	"3"	"IFT43"	"1.65244734071013"
"CPX-5022"	"15"	"IFT80"	"0"
"CPX-5022"	"13"	"C11orf60"	"0"
"CPX-5022"	"12"	"IFT46"	"0"
"CPX-5022"	"5"	"TRAF3IP1"	"0"
"CPX-5022"	"19"	"CPX-5022"	"0"
"CPX-5022"	"4"	"TTC30B"	"0.664879485357094"
"CPX-5022"	"3"	"IFT20"	"0.721105173354464"
"CPX-5022"	"6"	"IFT81"	"0.817373906821365"
"CPX-5022"	"9"	"IFT27"	"0.839877315420774"
"CPX-5022"	"2"	"IFT88"	"0.994945145264789"
"CPX-5022"	"14"	"IFT57"	"1.07051118464763"
"CPX-5022"	"10"	"IFT22"	"1.1336701744269"
"CPX-5022"	"11"	"RABL5"	"1.1336701744269"
"CPX-5022"	"7"	"CLUAP1"	"1.20069228083506"
"CPX-5022"	"16"	"IFT172"	"1.27852587462582"
"CPX-5022"	"17"	"IFT52"	"1.34651290698583"
"CPX-5022"	"18"	"HSPB11"	"1.44982076137017"
"CPX-5022"	"8"	"IFT74"	"1.60268790798107"
"CPX-5029"	"10"	"CPX-5029"	"0"
"CPX-5029"	"7"	"BORCS6"	"0.0493607359285545"
"CPX-5029"	"4"	"BORCS5"	"0.0660419157164827"
"CPX-5029"	"5"	"BORCS7"	"0.0679023480683656"
"CPX-5029"	"9"	"MGC2749"	"0.311523077959533"
"CPX-5029"	"8"	"KXD1"	"0.311523077959533"
"CPX-5029"	"3"	"BLOC1S2"	"0.370156322556786"
"CPX-5029"	"1"	"SNAPIN"	"1.50783177815613"
"CPX-5029"	"2"	"BLOC1S1"	"1.77983301204975"
"CPX-5043"	"3"	"CPX-5043"	"0"
"CPX-5043"	"1"	"HPS1"	"1.33333333333333"
"CPX-5044"	"2"	"HPS3"	"0.00593564351019515"
"CPX-5044"	"1"	"HPS6"	"0.0124198529241908"
"CPX-5044"	"3"	"HPS5"	"1.99465717061065"
"CPX-5047"	"4"	"AP1M1"	"0.00583378852934358"
"CPX-5047"	"1"	"AP1G1"	"0.428089125112953"
"CPX-5047"	"2"	"AP1S1"	"1.51250024841716"
"CPX-5047"	"3"	"AP1B1"	"1.6294354538542"
"CPX-5048"	"1"	"AP1G1"	"0.361688042534593"
"CPX-5048"	"2"	"AP1S2"	"0.578962372844392"
"CPX-5048"	"4"	"AP1M1"	"0.679278273754896"
"CPX-5048"	"3"	"AP1B1"	"1.72591755665805"
"CPX-5049"	"1"	"AP1G1"	"0.0480857650575464"
"CPX-5049"	"4"	"AP1M1"	"0.215480461011763"
"CPX-5049"	"2"	"AP1B1"	"1.53509423268656"
"CPX-5049"	"3"	"AP1S3"	"1.76074150355011"
"CPX-5050"	"5"	"CPX-5050"	"0"
"CPX-5050"	"1"	"AP1G1"	"0.34461308386111"
"CPX-5050"	"2"	"AP1S1"	"1.57314533048359"
"CPX-5050"	"3"	"AP1B1"	"1.58793003635961"
"CPX-5051"	"4"	"AP3M1"	"0.405181746832778"
"CPX-5051"	"1"	"AP3B1"	"0.654440469114404"
"CPX-5051"	"2"	"AP3D1"	"1.36954139267311"
"CPX-5051"	"3"	"AP3S1"	"1.56866172145399"
"CPX-5052"	"1"	"AP3B1"	"0.0214019934476463"
"CPX-5052"	"3"	"AP3S2"	"0.110070853555357"
"CPX-5052"	"4"	"AP3M1"	"1.3245077418013"
"CPX-5052"	"2"	"AP3D1"	"1.66077074203686"
"CPX-508"	"2"	"NR1B1"	"0.024099927051467"
"CPX-508"	"1"	"RARA"	"0.024099927051467"
"CPX-508"	"4"	"RXRA"	"1.97590007294853"
"CPX-508"	"3"	"NR2B1"	"1.97590007294853"
"CPX-51"	"1"	"PLN"	"0.823223304703363"
"CPX-514"	"1"	"BIN1"	"0"
"CPX-514"	"2"	"MYC"	"1"
"CPX-5149"	"1"	"AP2A1"	"0.0209365863168361"
"CPX-5149"	"2"	"AP2S1"	"0.0661701154417177"
"CPX-5149"	"3"	"AP2B1"	"1.25220406785454"
"CPX-5149"	"4"	"AP2M1"	"1.52414758235822"
"CPX-5150"	"2"	"AP2S1"	"0.13418073791908"
"CPX-5150"	"3"	"AP2B1"	"0.648836923452621"
"CPX-5150"	"4"	"AP2M1"	"1.32599083309335"
"CPX-5150"	"1"	"AP2A2"	"1.77842291914545"
"CPX-5151"	"5"	"CPX-5151"	"0"
"CPX-5151"	"4"	"AP4B1"	"0.723220904556056"
"CPX-5151"	"1"	"AP4M1"	"1.04817065655213"
"CPX-5151"	"3"	"AP4S1"	"1.40530846297649"
"CPX-519"	"1"	"GTF2A1"	"0"
"CPX-519"	"2"	"GTF2A2"	"1.70710678118655"
"CPX-52"	"1"	"S100A8"	"0"
"CPX-52"	"2"	"S100A9"	"0.00258584320647404"
"CPX-52"	"3"	"NOS2"	"1.99999993559397"
"CPX-530"	"3"	"UBE2V2"	"2.22044604925031e-16"
"CPX-530"	"2"	"HEL-S-71"	"2"
"CPX-530"	"1"	"UBE2N"	"2"
"CPX-538"	"1"	"PCNA"	"0.354502775632097"
"CPX-54"	"1"	"SMAD4"	"0"
"CPX-54"	"2"	"SMAD1"	"1"
"CPX-550"	"4"	"NUF2"	"0.61974441007811"
"CPX-550"	"5"	"SPC25"	"0.883008336302925"
"CPX-550"	"3"	"SPC24"	"0.911862090422196"
"CPX-550"	"2"	"NDC80"	"1.56325864177899"
"CPX-550"	"1"	"KNTC2"	"1.56325864177899"
"CPX-56"	"1"	"GLI1"	"0"
"CPX-56"	"2"	"SUFU"	"1.33333333333333"
"CPX-5633"	"1"	"PRKAG1"	"0.451713467100596"
"CPX-5633"	"3"	"PRKAB1"	"1.09475965735108"
"CPX-5633"	"2"	"PRKAA1"	"1.65007501999941"
"CPX-5634"	"3"	"EIF4A2"	"0.901566695706922"
"CPX-5634"	"2"	"EIF4G1"	"0.997609138668169"
"CPX-5634"	"1"	"EIF4E"	"1.2351771895034"
"CPX-5635"	"3"	"EIF4A1"	"0.040526919763951"
"CPX-5635"	"1"	"EIF4G3"	"0.94284016351608"
"CPX-5635"	"2"	"EIF4E"	"1.45159005722933"
"CPX-5636"	"3"	"EIF4A2"	"0.581530180685219"
"CPX-5636"	"2"	"EIF4E"	"0.782603912501469"
"CPX-5636"	"1"	"EIF4G3"	"1.8609604017459"
"CPX-5642"	"1"	"SKA3"	"0"
"CPX-5642"	"2"	"SKA2"	"0.0618102982076332"
"CPX-5642"	"4"	"C18orf24"	"1.99916174321438"
"CPX-5642"	"3"	"SKA1"	"1.99916174321438"
"CPX-5643"	"6"	"CPX-5643"	"0"
"CPX-5643"	"1"	"PMF1"	"0.971309588047872"
"CPX-5643"	"3"	"NSL1"	"1.10441870663262"
"CPX-5643"	"2"	"C1orf48"	"1.10441870663262"
"CPX-5643"	"4"	"MIS12"	"1.28360409786639"
"CPX-5644"	"1"	"ZWINT"	"0"
"CPX-5644"	"2"	"KNL1"	"2"
"CPX-5645"	"3"	"ZWINT"	"0"
"CPX-5645"	"13"	"CPX-5645"	"0"
"CPX-5645"	"9"	"NUF2"	"0.371632579725229"
"CPX-5645"	"12"	"SPC25"	"0.427591966369181"
"CPX-5645"	"8"	"NSL1"	"1.0099274587678"
"CPX-5645"	"7"	"C1orf48"	"1.0099274587678"
"CPX-5645"	"10"	"MIS12"	"1.04378280493076"
"CPX-5645"	"5"	"SPC24"	"1.04783002272057"
"CPX-5645"	"4"	"PMF1"	"1.06826286330572"
"CPX-5645"	"6"	"KNL1"	"1.3831163348208"
"CPX-5645"	"1"	"NDC80"	"1.77230290246784"
"CPX-5645"	"2"	"KNTC2"	"1.77230290246784"
"CPX-5646"	"18"	"CENPH"	"0"
"CPX-5646"	"16"	"CENPK"	"0"
"CPX-5646"	"14"	"CENPT"	"0"
"CPX-5646"	"21"	"CPX-5646"	"0"
"CPX-5646"	"6"	"CENPU"	"0"
"CPX-5646"	"2"	"CENPC"	"0.00278580292966912"
"CPX-5646"	"5"	"CENPP"	"0.0145188801153866"
"CPX-5646"	"7"	"CENPQ"	"0.0587638927096703"
"CPX-5646"	"15"	"CENPN"	"0.366617090020891"
"CPX-5646"	"17"	"CENPO"	"0.679677728459116"
"CPX-5646"	"3"	"ITGB3BP"	"0.760667582873366"
"CPX-5646"	"20"	"C22orf18"	"0.914935071648787"
"CPX-5646"	"19"	"CENPM"	"0.914935071648787"
"CPX-5646"	"4"	"CENPW"	"1.22073385501867"
"CPX-5646"	"8"	"CENPL"	"1.22909646592307"
"CPX-5646"	"9"	"C1orf155"	"1.22909646592307"
"CPX-5646"	"12"	"FSHPRH1"	"1.33925629936079"
"CPX-5646"	"13"	"CENPI"	"1.33925629936079"
"CPX-5646"	"11"	"CENPS-CORT"	"1.62494619619433"
"CPX-5646"	"10"	"CENPS"	"1.62494619619433"
"CPX-5661"	"1"	"KRT18"	"0"
"CPX-5661"	"2"	"KRT8"	"0.528595479208968"
"CPX-5662"	"1"	"KRT1"	"0"
"CPX-5662"	"2"	"KRT10"	"2"
"CPX-5663"	"3"	"CPX-5663"	"0"
"CPX-5663"	"1"	"KRT86"	"2"
"CPX-5664"	"3"	"CPX-5664"	"0"
"CPX-5664"	"1"	"KRT80"	"2"
"CPX-5665"	"2"	"KRT25"	"NaN"
"CPX-5665"	"3"	"CPX-5665"	"NaN"
"CPX-569"	"3"	"CHAF1B"	"0.0225443652728798"
"CPX-569"	"1"	"RBBP4"	"1.01396657767987"
"CPX-569"	"2"	"CHAF1A"	"1.238115713751"
"CPX-5741"	"2"	"PHB2"	"0.784241514331577"
"CPX-5741"	"1"	"PHB"	"1.21575848566842"
"CPX-578"	"1"	"CDK7"	"0"
"CPX-578"	"2"	"CCNH"	"0.027689955552732"
"CPX-578"	"3"	"MNAT1"	"1.99999728704537"
"CPX-5786"	"4"	"CPX-5786"	"0"
"CPX-5786"	"3"	"PRKAB1"	"0.598239128719866"
"CPX-5786"	"1"	"PRKAA1"	"1.63546449376685"
"CPX-5787"	"2"	"PRKAA2"	"0.0195458913956721"
"CPX-5787"	"3"	"PRKAB1"	"0.0584956406419914"
"CPX-5787"	"1"	"PRKAG1"	"1.95093193826428"
"CPX-5790"	"1"	"PRKAB2"	"0.556025607589888"
"CPX-5790"	"3"	"PRKAA2"	"0.877371368321528"
"CPX-5790"	"2"	"PRKAG1"	"1.47919210839345"
"CPX-5791"	"2"	"PRKAG1"	"0.334062535698753"
"CPX-5791"	"3"	"PRKAA1"	"1.18743460634659"
"CPX-5791"	"1"	"PRKAB2"	"1.94355451672828"
"CPX-5824"	"6"	"CDC5L"	"0.149528540986528"
"CPX-5824"	"1"	"PLRG1"	"0.168207521796623"
"CPX-5824"	"3"	"HSPA8"	"0.560685812044906"
"CPX-5824"	"4"	"HEL-S-72p"	"0.560685812044906"
"CPX-5824"	"7"	"CWC15"	"1.29569282342963"
"CPX-5824"	"5"	"CTNNBL1"	"1.50702876530206"
"CPX-5824"	"8"	"PRPF19"	"1.55315906563875"
"CPX-5824"	"2"	"BCAS2"	"1.63414933777114"
"CPX-5834"	"1"	"RELA"	"0"
"CPX-5834"	"2"	"REL"	"2"
"CPX-5840"	"3"	"PRKAG3"	"0"
"CPX-5840"	"1"	"PRKAB2"	"0.011508786977694"
"CPX-5840"	"2"	"PRKAA2"	"1.99996675305044"
"CPX-5841"	"4"	"CPX-5841"	"0"
"CPX-5841"	"2"	"PRKAA1"	"0.214347122592484"
"CPX-5841"	"1"	"PRKAB2"	"1.90582551236661"
"CPX-5842"	"4"	"CPX-5842"	"0"
"CPX-5842"	"3"	"PRKAB1"	"0.619051974335005"
"CPX-5842"	"1"	"PRKAA1"	"1.62484749869075"
"CPX-5843"	"4"	"CPX-5843"	"0"
"CPX-5843"	"3"	"PRKAB1"	"0.000465339997141934"
"CPX-5843"	"1"	"PRKAA2"	"1.99999999434029"
"CPX-5844"	"3"	"PRKAB1"	"0.00305680077436277"
"CPX-5844"	"1"	"PRKAA2"	"0.028667017630754"
"CPX-5844"	"2"	"PRKAG2"	"1.99264981814108"
"CPX-5845"	"1"	"PRKAB2"	"0.0159219908105228"
"CPX-5845"	"2"	"PRKAA2"	"0.150965979308344"
"CPX-5845"	"3"	"PRKAG2"	"1.96826859434547"
"CPX-5846"	"4"	"CPX-5846"	"0"
"CPX-5846"	"2"	"PRKAA1"	"0.258214886159166"
"CPX-5846"	"1"	"PRKAB2"	"1.90765640454654"
"CPX-5848"	"8"	"EMC1"	"0.00088527277020467"
"CPX-5848"	"3"	"EMC2"	"0.00359820527411314"
"CPX-5848"	"7"	"MMGT1"	"0.35518887405198"
"CPX-5848"	"4"	"EMC4"	"0.534904406767944"
"CPX-5848"	"5"	"TMEM85"	"0.534904406767944"
"CPX-5848"	"10"	"EMC7"	"1.04706419119187"
"CPX-5848"	"11"	"EMC3"	"1.26395796800301"
"CPX-5848"	"1"	"EMC8"	"1.27849690096217"
"CPX-5848"	"2"	"COX4NB"	"1.27849690096217"
"CPX-5848"	"6"	"EMC10"	"1.35324471314785"
"CPX-5848"	"9"	"EMC6"	"1.64341892620357"
"CPX-5881"	"6"	"EMC1"	"0.000975850884948559"
"CPX-5881"	"1"	"EMC2"	"0.00486202544282421"
"CPX-5881"	"5"	"MMGT1"	"0.361665880543867"
"CPX-5881"	"3"	"TMEM85"	"0.546491349874584"
"CPX-5881"	"2"	"EMC4"	"0.546491349874584"
"CPX-5881"	"10"	"EMC9"	"0.847343016821803"
"CPX-5881"	"9"	"EMC3"	"1.25918736028657"
"CPX-5881"	"4"	"EMC10"	"1.31399005156519"
"CPX-5881"	"8"	"EMC7"	"1.37947411367926"
"CPX-5881"	"7"	"EMC6"	"1.80003604586048"
"CPX-5901"	"2"	"KLRD1"	"NaN"
"CPX-5901"	"3"	"CPX-5901"	"NaN"
"CPX-5903"	"2"	"KLRD1"	"NaN"
"CPX-5903"	"3"	"CPX-5903"	"NaN"
"CPX-614"	"4"	"CPX-614"	"0"
"CPX-614"	"1"	"INTS3"	"0.934552564791513"
"CPX-614"	"3"	"INIP"	"1.36901690522473"
"CPX-631"	"5"	"CPX-631"	"0"
"CPX-631"	"1"	"NR1i1"	"0"
"CPX-631"	"4"	"RXRA"	"1.5"
"CPX-631"	"3"	"NR2B1"	"1.5"
"CPX-632"	"4"	"CPX-632"	"0"
"CPX-632"	"2"	"RXRA"	"2"
"CPX-632"	"1"	"NR2B1"	"2"
"CPX-648"	"5"	"CPX-648"	"0"
"CPX-648"	"3"	"DDB1"	"0.0959090669229086"
"CPX-648"	"4"	"DDB2"	"1.07040996270181"
"CPX-648"	"1"	"RBX1"	"1.64511065827362"
"CPX-654"	"1"	"THRB"	"0"
"CPX-654"	"3"	"RXRA"	"2"
"CPX-654"	"2"	"NR2B1"	"2"
"CPX-680"	"2"	"MAGOHB"	"0.811017763495386"
"CPX-680"	"1"	"FLJ10292"	"0.811017763495386"
"CPX-680"	"4"	"RBM8A"	"1.18898223650461"
"CPX-680"	"3"	"RBM8"	"1.18898223650461"
"CPX-688"	"5"	"CPX-688"	"0"
"CPX-688"	"2"	"RBBP4"	"0.425866302152736"
"CPX-688"	"1"	"SMARCA1"	"1.05203765896129"
"CPX-688"	"4"	"RBBP7"	"1.58291620084933"
"CPX-69"	"1"	"DDIT3"	"0.0330124431695437"
"CPX-69"	"2"	"CEBPA"	"1.96698755683046"
"CPX-696"	"1"	"PRMT5"	"0"
"CPX-696"	"2"	"CLNS1A"	"0.360973745200423"
"CPX-696"	"3"	"WDR77"	"1.74429145288131"
"CPX-70"	"2"	"DDIT3"	"0.615099820540249"
"CPX-70"	"1"	"CEBPB"	"1.38490017945975"
"CPX-702"	"2"	"NCOA2"	"0.343400846041063"
"CPX-702"	"1"	"PPARG"	"1.65659915395894"
"CPX-709"	"5"	"CPX-709"	"0"
"CPX-709"	"3"	"EPC1"	"1.08762072641923"
"CPX-709"	"2"	"HTATIP"	"1.4196521640107"
"CPX-709"	"1"	"KAT5"	"1.4196521640107"
"CPX-711"	"1"	"PPARG"	"1"
"CPX-711"	"2"	"NCOA1"	"1.40422604172722"
"CPX-715"	"2"	"BARD1"	"NaN"
"CPX-715"	"3"	"CPX-715"	"NaN"
"CPX-716"	"1"	"RXRB"	"0.922848325018954"
